run_id,machine_id,product_name,start_time,end_time,units_produced,units_defective
90,5,Product-4,2026-07-29T11:03:34.463599,2026-07-29T12:57:14.224664,474,4
91,5,Product-4,2026-07-28T23:11:28.506113,2026-07-29T00:57:18.192934,100,1
92,5,Product-2,2026-07-25T04:53:25.410382,2026-07-25T06:26:57.269823,275,6
93,5,Product-5,2026-07-15T12:53:16.759941,2026-07-15T16:22:05.267362,482,10
94,5,Product-5,2026-07-20T23:55:38.149416,2026-07-21T01:30:11.865887,432,21
95,5,Product-5,2026-07-28T10:17:34.015313,2026-07-28T13:42:55.615630,391,6
96,5,Product-2,2026-08-02T11:37:42.905967,2026-08-02T13:35:43.335443,353,9
97,5,Product-3,2026-07-18T23:29:33.041712,2026-07-19T02:37:42.314379,145,2
98,5,Product-2,2026-08-11T14:32:38.217177,2026-08-11T17:29:48.689551,192,5
99,5,Product-3,2026-07-26T04:32:46.807826,2026-07-26T05:35:53.859223,429,19
100,5,Product-2,2026-08-03T23:41:14.249894,2026-08-04T01:33:00.406512,219,3
101,6,Product-5,2026-07-20T00:37:36.848838,2026-07-20T04:02:03.118897,275,6
102,6,Product-3,2026-07-15T16:33:42.102939,2026-07-15T18:53:12.359600,146,2
103,6,Product-3,2026-07-22T16:18:48.743625,2026-07-22T18:13:05.017893,496,22
104,6,Product-4,2026-07-28T22:45:51.433718,2026-07-29T00:58:59.960760,246,7
105,6,Product-1,2026-07-31T05:36:03.524874,2026-07-31T08:44:05.576509,445,8
106,6,Product-4,2026-08-09T12:14:04.728473,2026-08-09T13:20:18.511269,229,8
107,6,Product-4,2026-07-30T10:58:01.800836,2026-07-30T12:50:38.054247,385,19
108,6,Product-3,2026-07-25T19:56:26.514116,2026-07-25T22:49:54.689825,385,18
109,6,Product-1,2026-08-02T15:44:56.390311,2026-08-02T17:08:37.040116,391,11
110,6,Product-2,2026-08-12T11:46:50.985431,2026-08-12T15:02:41.582681,437,21
111,6,Product-3,2026-07-21T21:28:01.983265,2026-07-22T00:06:56.579247,191,2
112,6,Product-1,2026-07-27T02:50:21.360223,2026-07-27T05:10:39.747069,241,1
113,6,Product-4,2026-07-22T15:22:08.421878,2026-07-22T17:22:27.429810,79,1
114,6,Product-2,2026-08-10T09:32:16.765381,2026-08-10T12:40:06.041390,55,0
115,6,Product-2,2026-07-19T03:07:01.888429,2026-07-19T05:13:22.492766,292,3
116,6,Product-3,2026-08-09T05:18:04.991403,2026-08-09T08:53:03.165062,338,8
117,6,Product-5,2026-08-05T13:50:05.606880,2026-08-05T14:54:08.504509,201,4
118,6,Product-2,2026-08-08T21:40:01.343247,2026-08-08T22:41:51.745772,181,8
119,6,Product-5,2026-08-02T18:35:45.809021,2026-08-02T21:18:26.576898,303,6
120,6,Product-1,2026-07-26T01:10:54.953661,2026-07-26T02:30:18.697134,491,4
121,3,Product-399,2026-08-13T14:49:36.387686,2026-08-13T14:50:51.029620,104,1
122,5,Product-862,2026-08-13T14:49:36.387686,2026-08-13T14:50:51.029620,125,0
123,4,Product-373,2026-08-13T14:49:44.469251,2026-08-13T14:50:59.073294,110,2
124,6,Product-260,2026-08-13T14:49:44.469251,2026-08-13T14:50:55.044588,104,1
125,2,Product-346,2026-08-13T14:49:50.543190,2026-08-13T14:51:05.127632,108,0
126,1,Product-841,2026-08-13T14:50:08.678713,2026-08-13T14:51:29.339276,119,0
127,6,Product-713,2026-08-13T14:50:57.065472,2026-08-13T14:52:11.771492,119,0
128,5,Product-535,2026-08-13T14:51:05.127632,2026-08-13T14:52:11.771492,91,0
129,3,Product-774,2026-08-13T14:51:09.156709,2026-08-13T14:52:29.891031,111,2
130,4,Product-578,2026-08-13T14:51:15.202714,2026-08-13T14:52:23.869553,100,0
131,1,Product-106,2026-08-13T14:51:31.358584,2026-08-13T14:52:50.054280,114,0
132,2,Product-444,2026-08-13T14:51:43.459058,2026-08-13T14:52:50.054280,104,1
133,5,Product-537,2026-08-13T14:52:17.826470,2026-08-13T14:53:34.493997,114,0
134,6,Product-796,2026-08-13T14:52:25.876695,2026-08-13T14:53:56.702863,138,0
135,3,Product-950,2026-08-13T14:52:39.956494,2026-08-13T14:53:58.710094,108,0
136,4,Product-114,2026-08-13T14:52:41.976793,2026-08-13T14:53:58.710094,110,0
137,2,Product-810,2026-08-13T14:53:20.372643,2026-08-13T14:54:31.007639,96,0
138,5,Product-565,2026-08-13T14:54:00.730993,2026-08-13T14:55:11.325174,105,1
139,3,Product-244,2026-08-13T14:54:02.771753,2026-08-13T14:55:15.354386,112,0
140,6,Product-548,2026-08-13T14:54:14.875615,2026-08-13T14:55:17.377221,86,1
141,4,Product-792,2026-08-13T14:54:33.027851,2026-08-13T14:55:47.667069,98,0
142,1,Product-665,2026-08-13T14:54:43.119173,2026-08-13T14:55:49.688632,98,1
143,2,Product-999,2026-08-13T14:54:45.126293,2026-08-13T14:55:55.749087,116,0
144,3,Product-174,2026-08-13T14:55:17.377221,2026-08-13T14:56:38.108769,139,0
145,6,Product-737,2026-08-13T14:55:19.408965,2026-08-13T14:56:38.108769,111,0
146,5,Product-499,2026-08-13T14:55:27.470396,2026-08-13T14:56:46.179163,122,0
147,2,Product-559,2026-08-13T14:56:11.890492,2026-08-13T14:57:30.590857,129,0
148,4,Product-780,2026-08-13T14:56:11.890492,2026-08-13T14:57:28.569651,121,0
149,1,Product-318,2026-08-13T14:56:15.919383,2026-08-13T14:57:24.527940,107,0
150,3,Product-300,2026-08-13T14:56:48.187762,2026-08-13T15:13:59.611137,92,1
151,1,Product-580,2026-08-13T14:57:30.590857,2026-08-13T15:34:10.333565,86,0
152,6,Product-374,2026-08-13T14:57:30.590857,2026-08-13T15:34:12.350891,96,0
153,2,Product-958,2026-08-13T14:57:38.641026,2026-08-13T15:34:18.404203,112,0
154,4,Product-472,2026-08-13T15:23:37.796039,2026-08-13T15:34:36.568327,98,1
155,5,Product-395,2026-08-13T15:33:35.228956,,,
156,3,Product-663,2026-08-13T15:33:44.013282,,,
157,1,Product-731,2026-08-13T15:34:16.394004,,,
158,2,Product-878,2026-08-13T15:34:30.531232,,,
159,4,Product-155,2026-08-13T15:34:42.620964,,,
160,6,Product-351,2026-08-13T15:34:42.620964,,,
161,3,Product-860,2026-08-14T00:27:59.480419,2026-08-14T00:29:17.938967,118,2
162,4,Product-570,2026-08-14T00:28:01.487439,2026-08-14T00:29:03.877454,85,0
163,1,Product-189,2026-08-14T00:28:03.496625,2026-08-14T00:29:17.938967,116,0
164,6,Product-843,2026-08-14T00:28:13.534383,2026-08-14T00:29:17.938967,98,2
165,2,Product-814,2026-08-14T00:28:35.707318,2026-08-14T00:29:40.062690,102,0
166,5,Product-949,2026-08-14T00:28:51.795495,2026-08-14T00:30:02.214398,96,0
167,6,Product-837,2026-08-14T00:29:19.946277,2026-08-14T00:30:36.473469,118,1
168,4,Product-192,2026-08-14T00:29:21.952795,2026-08-14T00:30:28.381621,99,0
169,1,Product-342,2026-08-14T00:29:34.041541,2026-08-14T00:30:40.518532,100,0
170,3,Product-368,2026-08-14T00:30:02.214398,2026-08-14T00:31:14.737495,110,0
171,6,Product-755,2026-08-14T00:30:38.497621,2026-08-14T00:31:57.057215,113,0
172,2,Product-180,2026-08-14T00:30:40.518532,2026-08-14T00:31:48.985085,112,0
173,4,Product-987,2026-08-14T00:30:40.518532,2026-08-14T00:31:55.035678,118,0
174,1,Product-342,2026-08-14T00:30:54.614161,2026-08-14T00:32:15.243984,119,0
175,3,Product-259,2026-08-14T00:31:32.868513,2026-08-14T00:32:39.496289,106,1
176,5,Product-762,2026-08-14T00:31:38.903602,2026-08-14T00:32:57.730876,121,0
177,2,Product-923,2026-08-14T00:31:57.057215,2026-08-14T00:33:11.882772,114,0
178,6,Product-975,2026-08-14T00:32:05.153088,2026-08-14T00:33:28.053788,121,1
179,4,Product-886,2026-08-14T00:32:11.193324,2026-08-14T00:33:24.025048,100,0
180,1,Product-139,2026-08-14T00:32:27.333614,2026-08-14T00:33:48.266462,113,2
181,3,Product-251,2026-08-14T00:32:45.592584,2026-08-14T00:33:54.341319,103,0
182,5,Product-854,2026-08-14T00:33:17.954978,2026-08-14T00:34:28.590107,94,2
183,4,Product-672,2026-08-14T00:33:36.104350,2026-08-14T00:35:02.841870,129,0
184,6,Product-173,2026-08-14T00:33:40.149069,2026-08-14T00:34:58.822982,113,0
185,2,Product-283,2026-08-14T00:34:00.396699,2026-08-14T00:35:08.872324,101,0
186,3,Product-266,2026-08-14T00:34:36.653509,2026-08-14T00:35:53.245639,95,1
187,1,Product-888,2026-08-14T00:34:38.660514,2026-08-14T00:35:51.236541,101,0
188,5,Product-287,2026-08-14T00:34:42.692899,2026-08-14T00:35:49.215410,104,1
189,4,Product-437,2026-08-14T00:35:08.872324,,,
190,2,Product-245,2026-08-14T00:35:16.952415,,,
191,6,Product-703,2026-08-14T00:35:20.991015,,,
192,1,Product-677,2026-08-14T00:35:59.283045,,,
193,5,Product-584,2026-08-14T00:36:42.023404,,,
194,3,Product-193,2026-08-14T00:36:57.022253,,,
195,4,Product-283,2026-08-14T00:39:16.444960,2026-08-14T00:40:35.029222,123,0
196,2,Product-790,2026-08-14T00:39:26.523941,2026-08-14T00:40:49.147901,130,0
197,5,Product-507,2026-08-14T00:39:28.531852,2026-08-14T00:40:35.029222,100,2
198,1,Product-966,2026-08-14T00:39:52.696648,2026-08-14T00:41:07.285688,110,0
199,6,Product-111,2026-08-14T00:40:02.751316,2026-08-14T00:41:07.285688,104,0
200,3,Product-804,2026-08-14T00:40:20.897443,,,
201,4,Product-559,2026-08-14T00:40:55.194302,,,
202,6,Product-291,2026-08-14T00:41:11.318928,,,
203,1,Product-128,2026-08-14T00:41:22.073887,,,
204,2,Product-382,2026-08-14T00:41:36.176779,,,
205,5,Product-797,2026-08-14T00:41:52.243985,,,
206,2,Product-919,2026-08-14T00:43:19.009279,2026-08-14T00:44:43.766747,142,0
207,4,Product-296,2026-08-14T00:43:21.016102,2026-08-14T00:44:35.669879,111,2
208,5,Product-926,2026-08-14T00:43:29.071750,2026-08-14T00:44:41.743275,112,0
209,6,Product-757,2026-08-14T00:43:33.105713,2026-08-14T00:44:47.796321,109,0
210,3,Product-319,2026-08-14T00:43:39.161528,2026-08-14T00:44:55.870289,113,2
211,1,Product-448,2026-08-14T00:43:43.222880,2026-08-14T00:45:12.001119,133,0
212,4,Product-427,2026-08-14T00:44:47.796321,2026-08-14T00:45:58.344668,95,0
213,2,Product-432,2026-08-14T00:44:49.816752,2026-08-14T00:45:58.344668,104,0
214,5,Product-258,2026-08-14T00:44:49.816752,2026-08-14T00:46:04.394193,111,1
215,6,Product-436,2026-08-14T00:44:57.891330,2026-08-14T00:46:00.366566,92,0
216,3,Product-809,2026-08-14T00:44:59.899316,2026-08-14T00:46:10.427470,121,0
217,3,Product-674,2026-08-14T00:45:47.645467,2026-08-14T00:46:58.234196,89,1
218,6,Product-560,2026-08-14T00:45:49.664597,2026-08-14T00:47:00.255906,97,1
219,1,Product-599,2026-08-14T00:45:52.294475,2026-08-14T00:47:06.918664,107,0
220,2,Product-849,2026-08-14T00:46:13.859434,2026-08-14T00:47:26.520807,102,0
221,5,Product-540,2026-08-14T00:46:14.467788,2026-08-14T00:47:29.111704,119,2
222,5,Product-997,2026-08-14T00:46:19.917700,2026-08-14T00:47:26.520807,93,0
223,4,Product-496,2026-08-14T00:46:23.956277,2026-08-14T00:47:40.607207,115,0
224,6,Product-300,2026-08-14T00:46:24.562076,2026-08-14T00:47:39.202628,108,1
225,3,Product-109,2026-08-14T00:46:28.574457,2026-08-14T00:47:49.313055,126,0
226,2,Product-398,2026-08-14T00:46:36.632283,2026-08-14T00:47:53.356189,110,0
227,4,Product-870,2026-08-14T00:46:56.791711,2026-08-14T00:48:15.585845,112,1
228,6,Product-378,2026-08-14T00:47:04.293926,2026-08-14T00:48:06.854622,86,0
229,3,Product-988,2026-08-14T00:47:10.374208,2026-08-14T00:48:23.035135,99,1
230,2,Product-481,2026-08-14T00:47:34.573880,2026-08-14T00:48:49.323900,94,0
231,5,Product-481,2026-08-14T00:47:41.222856,2026-08-14T00:48:49.913140,94,1
232,5,Product-662,2026-08-14T00:47:42.632306,2026-08-14T00:49:07.533364,114,0
233,2,Product-657,2026-08-14T00:47:55.376761,2026-08-14T00:49:08.109474,109,0
234,6,Product-613,2026-08-14T00:47:55.376761,2026-08-14T00:49:08.109474,99,1
235,4,Product-427,2026-08-14T00:47:56.751389,2026-08-14T00:49:13.566157,126,0
236,1,Product-287,2026-08-14T00:48:10.907954,2026-08-14T00:49:19.617917,109,0
237,3,Product-525,2026-08-14T00:48:15.585845,2026-08-14T00:49:20.164845,100,0
238,1,Product-916,2026-08-14T00:48:17.591688,2026-08-14T00:49:30.289019,116,1
239,4,Product-256,2026-08-14T00:48:17.591688,2026-08-14T00:49:42.399186,133,0
240,6,Product-882,2026-08-14T00:48:25.069418,2026-08-14T00:49:33.732779,116,0
241,3,Product-460,2026-08-14T00:48:49.323900,2026-08-14T00:50:14.119019,137,0
242,5,Product-259,2026-08-14T00:48:51.933198,2026-08-14T00:49:58.565580,87,1
243,2,Product-762,2026-08-14T00:49:03.507315,2026-08-14T00:50:20.159126,119,0
244,6,Product-813,2026-08-14T00:49:10.129710,2026-08-14T00:50:28.813579,106,0
245,2,Product-583,2026-08-14T00:49:22.185568,2026-08-14T00:50:30.845752,93,1
246,3,Product-254,2026-08-14T00:49:26.229333,2026-08-14T00:50:36.903591,106,1
247,1,Product-186,2026-08-14T00:49:29.695541,2026-08-14T00:50:44.412392,114,1
248,5,Product-420,2026-08-14T00:49:29.695541,2026-08-14T00:50:48.454067,125,0
249,4,Product-119,2026-08-14T00:49:33.732779,2026-08-14T00:50:38.341838,99,1
250,1,Product-978,2026-08-14T00:49:36.339828,2026-08-14T00:50:44.992456,89,1
251,6,Product-870,2026-08-14T00:49:51.919935,2026-08-14T00:51:08.733229,119,1
252,6,Product-115,2026-08-14T00:50:30.845752,2026-08-14T00:51:57.712330,112,0
253,3,Product-443,2026-08-14T00:50:32.283993,2026-08-14T00:51:45.079946,132,0
254,5,Product-832,2026-08-14T00:50:32.865516,2026-08-14T00:51:55.683187,117,1
255,2,Product-830,2026-08-14T00:50:34.305704,2026-08-14T00:51:51.148343,132,0
256,4,Product-328,2026-08-14T00:50:36.903591,2026-08-14T00:51:53.675816,108,0
257,3,Product-469,2026-08-14T00:50:44.992456,2026-08-14T00:52:01.739931,112,0
258,1,Product-171,2026-08-14T00:50:50.483513,2026-08-14T00:51:59.228011,102,0
259,2,Product-219,2026-08-14T00:50:51.040101,2026-08-14T00:52:13.833698,124,0
260,4,Product-275,2026-08-14T00:51:10.740699,2026-08-14T00:52:21.406849,98,0
261,5,Product-741,2026-08-14T00:51:16.797215,2026-08-14T00:52:39.613780,139,0
262,1,Product-401,2026-08-14T00:51:17.276681,2026-08-14T00:52:25.981565,92,1
263,6,Product-517,2026-08-14T00:51:43.059986,2026-08-14T00:53:05.890204,121,1
264,3,Product-189,2026-08-14T00:51:47.099654,2026-08-14T00:53:01.863333,100,0
265,5,Product-547,2026-08-14T00:52:01.739931,2026-08-14T00:53:12.454595,107,0
266,1,Product-785,2026-08-14T00:52:05.296050,2026-08-14T00:53:13.944225,95,0
267,4,Product-890,2026-08-14T00:52:05.781059,2026-08-14T00:53:18.521353,91,0
268,3,Product-191,2026-08-14T00:52:15.864086,2026-08-14T00:53:38.718753,135,0
269,2,Product-913,2026-08-14T00:52:21.406849,2026-08-14T00:53:34.081042,102,1
270,6,Product-351,2026-08-14T00:52:21.934883,2026-08-14T00:53:40.757573,119,0
271,2,Product-163,2026-08-14T00:52:28.007592,2026-08-14T00:53:36.699334,108,0
272,4,Product-958,2026-08-14T00:52:35.572204,,,
273,5,Product-346,2026-08-14T00:52:49.728666,,,
274,1,Product-711,2026-08-14T00:52:54.280320,,,
275,5,Product-382,2026-08-14T00:53:22.534806,,,
276,4,Product-482,2026-08-14T00:53:24.554887,,,
277,3,Product-567,2026-08-14T00:53:28.040080,,,
278,6,Product-407,2026-08-14T00:53:28.040080,,,
279,1,Product-366,2026-08-14T00:53:32.060097,,,
280,3,Product-494,2026-08-14T00:53:42.777530,,,
281,6,Product-592,2026-08-14T00:53:44.804090,,,
282,2,Product-424,2026-08-14T03:08:38.758047,,,
283,3,Product-291,2026-08-14T19:02:34.598936,2026-08-14T19:03:43.161168,100,0
284,6,Product-740,2026-08-14T19:02:36.604501,2026-08-14T19:03:59.267300,130,0
285,5,Product-878,2026-08-14T19:02:38.609891,2026-08-14T19:03:57.261749,118,0
286,1,Product-861,2026-08-14T19:02:44.669168,2026-08-14T19:04:01.302176,115,1
287,2,Product-317,2026-08-14T19:02:48.713819,,,
288,4,Product-703,2026-08-14T19:02:48.713819,2026-08-14T19:03:59.267300,103,2
289,3,Product-238,2026-08-14T19:03:47.174130,,,
290,5,Product-760,2026-08-14T19:03:59.267300,,,
291,4,Product-708,2026-08-14T19:04:01.302176,,,
292,1,Product-488,2026-08-14T19:04:13.630569,,,
293,6,Product-708,2026-08-14T19:04:25.759952,2026-08-14T19:04:58.110585,90,2
294,5,Product-250,2026-08-14T19:04:54.046579,,,
295,2,Product-870,2026-08-14T19:04:58.116092,,,
296,4,Product-727,2026-08-14T19:05:02.143657,,,
297,6,Product-938,2026-08-14T19:12:00.519383,2026-08-14T19:13:23.316770,107,0
298,3,Product-504,2026-08-14T19:12:06.571493,2026-08-14T19:13:15.231159,103,0
299,1,Product-524,2026-08-14T19:12:22.409151,2026-08-14T19:13:37.100688,109,0
300,1,Product-498,2026-08-14T19:12:34.840016,2026-08-14T19:14:07.724099,127,0
301,5,Product-890,2026-08-14T19:13:13.209372,2026-08-14T19:14:25.853981,114,0
302,3,Product-869,2026-08-14T19:13:19.275404,2026-08-14T19:14:35.927650,119,0
303,2,Product-757,2026-08-14T19:13:27.367888,2026-08-14T19:14:31.900937,87,0
304,2,Product-430,2026-08-14T19:13:29.043444,,,
305,6,Product-123,2026-08-14T19:13:33.054317,2026-08-14T19:14:39.649387,102,0
306,4,Product-286,2026-08-14T19:13:39.119410,,,
307,1,Product-633,2026-08-14T19:13:41.148398,,,
308,4,Product-248,2026-08-14T19:13:47.569105,,,
309,6,Product-554,2026-08-14T19:13:57.645049,,,
310,3,Product-684,2026-08-14T19:14:19.449441,,,
311,5,Product-887,2026-08-14T19:14:35.612599,,,
312,5,Product-241,2026-08-14T19:14:39.957478,,,
313,2,Product-635,2026-08-14T19:14:48.699581,2026-08-14T19:16:01.153552,107,0
314,3,Product-403,2026-08-14T19:14:48.699581,2026-08-14T19:15:59.133277,92,0
315,1,Product-485,2026-08-14T19:14:50.932527,2026-08-14T19:15:53.127473,90,0
316,2,Product-520,2026-08-14T19:14:50.932527,2026-08-14T19:15:53.127473,109,0
317,6,Product-294,2026-08-14T19:14:50.932527,2026-08-14T19:16:01.160871,114,0
318,6,Product-910,2026-08-14T19:14:56.738932,2026-08-14T19:16:11.221360,114,0
319,1,Product-240,2026-08-14T19:14:58.745309,2026-08-14T19:16:03.160241,106,0
320,3,Product-763,2026-08-14T19:14:58.970525,2026-08-14T19:16:05.172241,97,1
321,1,Product-456,2026-08-14T19:15:55.133876,2026-08-14T19:17:13.803507,118,0
322,2,Product-959,2026-08-14T19:15:57.140834,2026-08-14T19:17:07.761850,114,0
323,6,Product-949,2026-08-14T19:16:05.172241,2026-08-14T19:17:13.803507,96,0
324,3,Product-534,2026-08-14T19:16:07.172825,,,
325,5,Product-516,2026-08-14T19:16:07.172825,,,
326,5,Product-743,2026-08-14T19:16:11.230457,2026-08-14T19:17:37.960897,128,0
327,4,Product-366,2026-08-14T19:16:13.250197,2026-08-14T19:17:29.892984,111,0
