reading_id,sensor_id,value,timestamp
160,5,2.0800026734831314,2026-08-13T14:50:08.678713
161,6,1643.4191025317625,2026-08-13T14:50:08.678713
162,7,73.99825198308498,2026-08-13T14:50:08.678713
163,8,98.99407335165087,2026-08-13T14:50:08.678713
164,9,71.68511411377123,2026-08-13T14:50:08.678713
165,10,1.8599768374109145,2026-08-13T14:50:08.678713
166,11,1540.5556052907646,2026-08-13T14:50:08.678713
167,12,65.07851987432198,2026-08-13T14:50:08.678713
168,13,1.9909941071360253,2026-08-13T14:50:08.678713
169,14,1461.6254299232005,2026-08-13T14:50:08.678713
170,15,70.81084878637446,2026-08-13T14:50:08.678713
171,1,70.19008969334821,2026-08-13T14:50:10.694279
172,2,2.041070730378251,2026-08-13T14:50:10.694279
173,3,1423.553771356955,2026-08-13T14:50:10.694279
174,4,77.74819985278765,2026-08-13T14:50:10.694279
175,5,1.9880754907769802,2026-08-13T14:50:10.694279
176,6,1538.0305166797232,2026-08-13T14:50:10.694279
177,7,66.50285953941224,2026-08-13T14:50:10.694279
178,8,99.46470076090735,2026-08-13T14:50:10.694279
179,9,68.23949258437912,2026-08-13T14:50:10.694279
180,10,2.040672914778628,2026-08-13T14:50:10.694279
181,11,1554.5031883177696,2026-08-13T14:50:10.694279
182,12,66.68614690407257,2026-08-13T14:50:10.694279
183,13,1.9709274958011702,2026-08-13T14:50:10.694279
184,14,1631.3561106429202,2026-08-13T14:50:10.694279
185,15,72.20820136786826,2026-08-13T14:50:10.694279
186,1,69.4432725490368,2026-08-13T14:50:12.721232
187,2,2.0980074029485882,2026-08-13T14:50:12.721232
188,3,1434.7775721939113,2026-08-13T14:50:12.721232
189,4,67.35747402194303,2026-08-13T14:50:12.721232
190,5,2.026600724485541,2026-08-13T14:50:12.721232
191,6,1447.0260076093386,2026-08-13T14:50:12.721232
192,7,70.81367093195855,2026-08-13T14:50:12.721232
193,8,103.27715457654966,2026-08-13T14:50:12.721232
194,9,70.65112225585833,2026-08-13T14:50:12.721232
195,10,1.8086423941263687,2026-08-13T14:50:12.721232
196,11,1661.6261612116434,2026-08-13T14:50:12.721232
197,12,72.39736696311903,2026-08-13T14:50:12.721232
198,13,2.1241615606226723,2026-08-13T14:50:12.721232
199,14,1484.0136312430025,2026-08-13T14:50:12.721232
200,15,74.32050077815303,2026-08-13T14:50:12.721232
201,1,77.56928564347925,2026-08-13T14:50:14.741156
202,2,1.9740288489969138,2026-08-13T14:50:14.741156
203,3,1514.0902967981099,2026-08-13T14:50:14.741156
204,4,66.29874708925438,2026-08-13T14:50:14.741156
205,5,2.0148202075270754,2026-08-13T14:50:14.741156
206,6,1601.2156239292744,2026-08-13T14:50:14.741156
207,7,72.60837670261095,2026-08-13T14:50:14.741156
208,8,95.09690238027748,2026-08-13T14:50:14.741156
209,9,72.67477968304473,2026-08-13T14:50:14.741156
210,10,1.9509438991480483,2026-08-13T14:50:14.741156
211,11,1534.933390023219,2026-08-13T14:50:14.741156
212,12,68.82308773171869,2026-08-13T14:50:14.741156
213,13,2.027272347734333,2026-08-13T14:50:14.741156
214,14,1458.1807534996954,2026-08-13T14:50:14.741156
215,15,73.51748859053477,2026-08-13T14:50:14.741156
216,1,68.4976420690116,2026-08-13T14:50:16.752330
217,2,2.014905478494167,2026-08-13T14:50:16.752330
218,3,1570.1795250365449,2026-08-13T14:50:16.752330
219,4,70.79154026157323,2026-08-13T14:50:16.752330
220,5,2.1285914129203483,2026-08-13T14:50:16.752330
221,6,1536.567884295723,2026-08-13T14:50:16.752330
222,7,74.62285064322532,2026-08-13T14:50:16.752330
223,8,102.26989638118779,2026-08-13T14:50:16.752330
224,9,71.73911212006756,2026-08-13T14:50:16.752330
225,10,1.9012442244139252,2026-08-13T14:50:16.752330
226,11,1556.501451320251,2026-08-13T14:50:16.752330
227,12,74.94335535385675,2026-08-13T14:50:16.752330
228,13,1.959795802021622,2026-08-13T14:50:16.752330
229,14,1614.9685927108596,2026-08-13T14:50:16.752330
230,15,70.63832164945953,2026-08-13T14:50:16.752330
231,1,69.3483777780829,2026-08-13T14:50:18.772329
232,2,2.041433088798479,2026-08-13T14:50:18.772329
233,3,1377.7738663541588,2026-08-13T14:50:18.772329
234,4,62.35322176955107,2026-08-13T14:50:18.772329
235,5,2.1684115177079906,2026-08-13T14:50:18.772329
236,6,1560.3299697970347,2026-08-13T14:50:18.772329
237,7,63.15944376071727,2026-08-13T14:50:18.772329
238,8,101.49545094784574,2026-08-13T14:50:18.772329
239,9,68.78022935292253,2026-08-13T14:50:18.772329
240,10,2.0801867116788113,2026-08-13T14:50:18.772329
241,11,1459.3824481570527,2026-08-13T14:50:18.772329
242,12,70.4081772454439,2026-08-13T14:50:18.772329
243,13,1.9994515603460357,2026-08-13T14:50:18.772329
244,14,1497.0603271143643,2026-08-13T14:50:18.772329
245,15,67.78842080908022,2026-08-13T14:50:18.772329
246,1,70.00484613354597,2026-08-13T14:50:20.792970
247,2,2.1348284239728748,2026-08-13T14:50:20.792970
248,3,1476.308504312812,2026-08-13T14:50:20.792970
249,4,70.73187745402272,2026-08-13T14:50:20.792970
250,5,1.9425809244740735,2026-08-13T14:50:20.792970
251,6,1453.922234297709,2026-08-13T14:50:20.792970
252,7,69.59888167122692,2026-08-13T14:50:20.792970
253,8,104.65615425901761,2026-08-13T14:50:20.792970
254,9,72.39038891162744,2026-08-13T14:50:20.792970
255,10,2.0252058183440984,2026-08-13T14:50:20.792970
256,11,1522.782895947606,2026-08-13T14:50:20.792970
257,12,65.06454636860742,2026-08-13T14:50:20.792970
258,13,2.173082217128199,2026-08-13T14:50:20.792970
259,14,1390.6619421647686,2026-08-13T14:50:20.792970
260,15,67.06394939288414,2026-08-13T14:50:20.792970
261,1,66.37329501633816,2026-08-13T14:50:22.801698
262,2,1.9426677083416821,2026-08-13T14:50:22.801698
263,3,1547.249758848455,2026-08-13T14:50:22.801698
264,4,70.77755697247758,2026-08-13T14:50:22.801698
265,5,1.9920650034288174,2026-08-13T14:50:22.801698
266,6,1595.0161387288738,2026-08-13T14:50:22.801698
267,7,69.83375159438357,2026-08-13T14:50:22.801698
268,8,97.20624774125815,2026-08-13T14:50:22.801698
269,9,69.50769129000035,2026-08-13T14:50:22.801698
270,10,1.9428920281975417,2026-08-13T14:50:22.801698
271,11,1571.1144809056755,2026-08-13T14:50:22.801698
272,12,69.67878453391099,2026-08-13T14:50:22.801698
273,13,1.8935966642619873,2026-08-13T14:50:22.801698
274,14,1487.9982738780407,2026-08-13T14:50:22.801698
275,15,75.66458563908293,2026-08-13T14:50:22.801698
276,1,69.72183611879784,2026-08-13T14:50:24.808862
277,2,2.0275178464024033,2026-08-13T14:50:24.808862
278,3,1461.877862441254,2026-08-13T14:50:24.808862
279,4,69.96271899624698,2026-08-13T14:50:24.808862
280,5,2.132208180790475,2026-08-13T14:50:24.808862
281,6,1424.6167933052805,2026-08-13T14:50:24.808862
282,7,69.67101367552415,2026-08-13T14:50:24.808862
283,8,104.2093412648792,2026-08-13T14:50:24.808862
284,9,76.30490579325061,2026-08-13T14:50:24.808862
285,10,2.0437422071815057,2026-08-13T14:50:24.808862
286,11,1493.5761376574476,2026-08-13T14:50:24.808862
287,12,65.85016125166655,2026-08-13T14:50:24.808862
288,13,2.002659242729733,2026-08-13T14:50:24.808862
289,14,1377.3527763057386,2026-08-13T14:50:24.808862
290,15,59.24614281336666,2026-08-13T14:50:24.808862
291,1,68.39944553347121,2026-08-13T14:50:26.833647
292,2,1.872368828702777,2026-08-13T14:50:26.833647
293,3,1615.0987835097642,2026-08-13T14:50:26.833647
294,4,73.95009035390244,2026-08-13T14:50:26.833647
295,5,1.967243990952802,2026-08-13T14:50:26.833647
296,6,1377.789171422546,2026-08-13T14:50:26.833647
297,7,72.00637080886797,2026-08-13T14:50:26.833647
298,8,104.71519002026432,2026-08-13T14:50:26.833647
299,9,73.60800614992246,2026-08-13T14:50:26.833647
300,10,1.878523247448092,2026-08-13T14:50:26.833647
301,11,1556.819175024447,2026-08-13T14:50:26.833647
302,12,69.80903453649637,2026-08-13T14:50:26.833647
303,13,1.9292019920257881,2026-08-13T14:50:26.833647
304,14,1500.9644849038243,2026-08-13T14:50:26.833647
305,15,71.78785891764038,2026-08-13T14:50:26.833647
306,1,66.15458898564155,2026-08-13T14:50:28.841290
307,2,2.123338109051771,2026-08-13T14:50:28.841290
308,3,1363.5495094649502,2026-08-13T14:50:28.841290
309,4,72.81077462641082,2026-08-13T14:50:28.841290
310,5,1.9321917830084991,2026-08-13T14:50:28.841290
311,6,1611.4754629507859,2026-08-13T14:50:28.841290
312,7,72.15846649297295,2026-08-13T14:50:28.841290
313,8,98.22041222775033,2026-08-13T14:50:28.841290
314,9,69.18859598834116,2026-08-13T14:50:28.841290
315,10,1.9795313196809663,2026-08-13T14:50:28.841290
316,11,1468.4552168107675,2026-08-13T14:50:28.841290
317,12,72.16194738045299,2026-08-13T14:50:28.841290
318,13,1.9178076087839129,2026-08-13T14:50:28.841290
319,14,1539.6392409381456,2026-08-13T14:50:28.841290
320,15,65.72249999590144,2026-08-13T14:50:28.841290
321,1,69.46183338438907,2026-08-13T14:50:30.863755
322,2,1.9650438226009628,2026-08-13T14:50:30.863755
323,3,1565.8651149701595,2026-08-13T14:50:30.863755
324,4,67.62553229958195,2026-08-13T14:50:30.863755
325,5,1.84149289165621,2026-08-13T14:50:30.863755
326,6,1605.1881366500395,2026-08-13T14:50:30.863755
327,7,68.8881249603208,2026-08-13T14:50:30.863755
328,8,101.67666778076325,2026-08-13T14:50:30.863755
329,9,69.34773157657365,2026-08-13T14:50:30.863755
330,10,1.8620611415361095,2026-08-13T14:50:30.863755
331,11,1637.3536649920688,2026-08-13T14:50:30.863755
332,12,73.7072320741716,2026-08-13T14:50:30.863755
333,13,1.8842927166802066,2026-08-13T14:50:30.863755
334,14,1499.5643213440062,2026-08-13T14:50:30.863755
335,15,75.58028019387059,2026-08-13T14:50:30.863755
336,1,69.8369354408026,2026-08-13T14:50:32.885083
337,2,1.8339957604955734,2026-08-13T14:50:32.885083
338,3,1591.1476922535564,2026-08-13T14:50:32.885083
339,4,70.0301715232687,2026-08-13T14:50:32.885083
340,5,1.9436893939415447,2026-08-13T14:50:32.885083
341,6,1559.519558986906,2026-08-13T14:50:32.885083
342,7,65.0860942617014,2026-08-13T14:50:32.885083
343,8,100.34222017694614,2026-08-13T14:50:32.885083
344,9,70.43650466523584,2026-08-13T14:50:32.885083
345,10,1.902683809521332,2026-08-13T14:50:32.885083
346,11,1563.450941731654,2026-08-13T14:50:32.885083
347,12,66.38295027195633,2026-08-13T14:50:32.885083
348,13,2.0819583197130993,2026-08-13T14:50:32.885083
349,14,1446.3069563461288,2026-08-13T14:50:32.885083
350,15,69.54037620058664,2026-08-13T14:50:32.885083
351,1,65.88789546119142,2026-08-13T14:50:34.907208
352,2,1.9615288227636944,2026-08-13T14:50:34.907208
353,3,1471.420037512983,2026-08-13T14:50:34.907208
354,4,68.38207447678127,2026-08-13T14:50:34.907208
355,5,1.7296970227144937,2026-08-13T14:50:34.907208
356,6,1535.3880519862946,2026-08-13T14:50:34.907208
357,7,77.58969245621401,2026-08-13T14:50:34.907208
358,8,102.5610577716557,2026-08-13T14:50:34.907208
359,9,68.5352705532662,2026-08-13T14:50:34.907208
360,10,2.068802863957517,2026-08-13T14:50:34.907208
361,11,1480.3859552653762,2026-08-13T14:50:34.907208
362,12,72.24949094154316,2026-08-13T14:50:34.907208
363,13,2.1297625316855178,2026-08-13T14:50:34.907208
364,14,1640.3119045024732,2026-08-13T14:50:34.907208
365,15,70.94276849455129,2026-08-13T14:50:34.907208
366,1,65.8271483579178,2026-08-13T14:50:36.916518
367,2,1.8818743020949058,2026-08-13T14:50:36.916518
368,3,1470.4368523852916,2026-08-13T14:50:36.916518
369,4,64.79775495422021,2026-08-13T14:50:36.916518
370,5,2.0548077140698036,2026-08-13T14:50:36.916518
371,6,1292.6052101566981,2026-08-13T14:50:36.916518
372,7,74.18008570093335,2026-08-13T14:50:36.916518
373,8,110.40846910143743,2026-08-13T14:50:36.916518
374,9,69.88158405321101,2026-08-13T14:50:36.916518
375,10,1.9606061702303712,2026-08-13T14:50:36.916518
376,11,1405.8316372045379,2026-08-13T14:50:36.916518
377,12,71.30892387252887,2026-08-13T14:50:36.916518
378,13,1.9309347630437181,2026-08-13T14:50:36.916518
379,14,1644.1303920213018,2026-08-13T14:50:36.916518
380,15,67.35049953878293,2026-08-13T14:50:36.916518
381,1,69.90788272195933,2026-08-13T14:50:38.935482
382,2,2.0875094748838183,2026-08-13T14:50:38.935482
383,3,1452.180841784268,2026-08-13T14:50:38.935482
384,4,67.85077486879804,2026-08-13T14:50:38.935482
385,5,1.9600239366850583,2026-08-13T14:50:38.935482
386,6,1573.0808473582458,2026-08-13T14:50:38.935482
387,7,69.83175559700301,2026-08-13T14:50:38.935482
388,8,98.40417670553764,2026-08-13T14:50:38.935482
389,9,71.01195693421539,2026-08-13T14:50:38.935482
390,10,2.1157606551827395,2026-08-13T14:50:38.935482
391,11,1435.2062853153027,2026-08-13T14:50:38.935482
392,12,66.20335789550326,2026-08-13T14:50:38.935482
393,13,1.9879912576505594,2026-08-13T14:50:38.935482
394,14,1593.7017953823806,2026-08-13T14:50:38.935482
395,15,71.46832529945381,2026-08-13T14:50:38.935482
396,1,62.99797110978571,2026-08-13T14:50:40.960093
397,2,1.8997592143307513,2026-08-13T14:50:40.960093
398,3,1485.2843556962464,2026-08-13T14:50:40.960093
399,4,74.35893130497287,2026-08-13T14:50:40.960093
400,5,2.0474189607702926,2026-08-13T14:50:40.960093
401,6,1509.1507711224228,2026-08-13T14:50:40.960093
402,7,70.60367633327265,2026-08-13T14:50:40.960093
403,8,107.87494940771809,2026-08-13T14:50:40.960093
404,9,74.54912294435097,2026-08-13T14:50:40.960093
405,10,2.060242155435174,2026-08-13T14:50:40.960093
406,11,1409.8348234148325,2026-08-13T14:50:40.960093
407,12,67.55084202055761,2026-08-13T14:50:40.960093
408,13,2.042514875754296,2026-08-13T14:50:40.960093
409,14,1574.318374248342,2026-08-13T14:50:40.960093
410,15,65.43629423064135,2026-08-13T14:50:40.960093
411,1,70.73259770605044,2026-08-13T14:50:42.971394
412,2,2.112130169937074,2026-08-13T14:50:42.971394
413,3,1463.1745515980447,2026-08-13T14:50:42.971394
414,4,69.22537224527836,2026-08-13T14:50:42.971394
415,5,2.0535428951811614,2026-08-13T14:50:42.971394
416,6,1458.0194664067135,2026-08-13T14:50:42.971394
417,7,62.84116207474764,2026-08-13T14:50:42.971394
418,8,102.07769628547533,2026-08-13T14:50:42.971394
419,9,72.71272076371271,2026-08-13T14:50:42.971394
420,10,2.10373527310641,2026-08-13T14:50:42.971394
421,11,1495.641353680852,2026-08-13T14:50:42.971394
422,12,71.84966922264294,2026-08-13T14:50:42.971394
423,13,1.938931522876393,2026-08-13T14:50:42.971394
424,14,1441.5388102145039,2026-08-13T14:50:42.971394
425,15,67.33485297774392,2026-08-13T14:50:42.971394
426,1,60.24931771811711,2026-08-13T14:50:44.991611
427,2,1.9028325746914654,2026-08-13T14:50:44.991611
428,3,1427.1423676414997,2026-08-13T14:50:44.991611
429,4,68.06034494517215,2026-08-13T14:50:44.991611
430,5,1.995420971466716,2026-08-13T14:50:44.991611
431,6,1493.320497765191,2026-08-13T14:50:44.991611
432,7,72.66386607133013,2026-08-13T14:50:44.991611
433,8,104.58606367642076,2026-08-13T14:50:44.991611
434,9,66.64669273770917,2026-08-13T14:50:44.991611
435,10,2.0538560745834773,2026-08-13T14:50:44.991611
436,11,1493.7842625284432,2026-08-13T14:50:44.991611
437,12,65.33113912219915,2026-08-13T14:50:44.991611
438,13,2.1571193887176663,2026-08-13T14:50:44.991611
439,14,1543.2125878388576,2026-08-13T14:50:44.991611
440,15,71.35001568975538,2026-08-13T14:50:44.991611
441,1,65.13547973686359,2026-08-13T14:50:46.998970
442,2,2.0590891692087303,2026-08-13T14:50:46.998970
443,3,1413.8178513617372,2026-08-13T14:50:46.998970
444,4,63.036655984056694,2026-08-13T14:50:46.998970
445,5,2.1750497436355145,2026-08-13T14:50:46.998970
446,6,1411.2573060723726,2026-08-13T14:50:46.998970
447,7,68.56905549535374,2026-08-13T14:50:46.998970
448,8,103.22224642138872,2026-08-13T14:50:46.998970
449,9,68.814050868065,2026-08-13T14:50:46.998970
450,10,2.2133048042222923,2026-08-13T14:50:46.998970
451,11,1563.6388526103142,2026-08-13T14:50:46.998970
452,12,69.58031729383366,2026-08-13T14:50:46.998970
453,13,1.8956540837070899,2026-08-13T14:50:46.998970
454,14,1577.9670107718377,2026-08-13T14:50:46.998970
455,15,69.81347179558696,2026-08-13T14:50:46.998970
456,1,70.579048308868,2026-08-13T14:50:49.020714
457,2,2.0298568999337654,2026-08-13T14:50:49.020714
458,3,1438.7465569521914,2026-08-13T14:50:49.020714
459,4,68.5758272256424,2026-08-13T14:50:49.020714
460,5,1.9294793000291248,2026-08-13T14:50:49.020714
461,6,1492.7898467635882,2026-08-13T14:50:49.020714
462,7,67.51651389017032,2026-08-13T14:50:49.020714
463,8,109.97010899739887,2026-08-13T14:50:49.020714
464,9,72.2507475853529,2026-08-13T14:50:49.020714
465,10,2.013858010474784,2026-08-13T14:50:49.020714
466,11,1424.8142166941198,2026-08-13T14:50:49.020714
467,12,70.84905981992341,2026-08-13T14:50:49.020714
468,13,1.9969869189074994,2026-08-13T14:50:49.020714
469,14,1552.0863577017335,2026-08-13T14:50:49.020714
470,15,71.42232369974992,2026-08-13T14:50:49.020714
471,1,75.38621466161624,2026-08-13T14:50:51.029620
472,2,1.9655928795098208,2026-08-13T14:50:51.029620
473,3,1487.0979237525937,2026-08-13T14:50:51.029620
474,4,73.84730967825688,2026-08-13T14:50:51.029620
475,5,2.008814896734892,2026-08-13T14:50:51.029620
476,6,1487.98166943879,2026-08-13T14:50:51.029620
477,7,70.16322668519689,2026-08-13T14:50:51.029620
478,8,110.18623229173494,2026-08-13T14:50:51.029620
479,9,68.19031774391556,2026-08-13T14:50:51.029620
480,10,2.0791374314067417,2026-08-13T14:50:51.029620
481,11,1524.5819711622664,2026-08-13T14:50:51.029620
482,12,73.19077688715137,2026-08-13T14:50:51.029620
483,13,2.03180165988635,2026-08-13T14:50:51.029620
484,14,1460.9051166153035,2026-08-13T14:50:51.029620
485,15,66.30290638702044,2026-08-13T14:50:51.029620
486,1,72.48258629193458,2026-08-13T14:50:53.038038
487,2,1.9936100459837716,2026-08-13T14:50:53.038038
488,3,1472.5244195485482,2026-08-13T14:50:53.038038
489,4,75.25388346054054,2026-08-13T14:50:53.038038
490,5,2.0172243341852747,2026-08-13T14:50:53.038038
491,6,1503.6168370280075,2026-08-13T14:50:53.038038
492,9,67.78538659163631,2026-08-13T14:50:53.038038
493,10,1.8457735701869191,2026-08-13T14:50:53.038038
494,11,1456.2974093370801,2026-08-13T14:50:53.038038
