defect_id,run_id,defect_type,severity,timestamp
48,24,Cracked,medium,2026-07-25T00:22:34.591181
49,24,Scratch,medium,2026-07-25T00:15:38.423266
50,24,Cracked,medium,2026-07-25T00:39:38.534907
51,25,Cracked,low,2026-08-03T03:34:53.417753
52,25,Missing Part,high,2026-08-03T03:54:04.063610
53,25,Missing Part,low,2026-08-03T03:35:55.657032
54,25,Alignment,medium,2026-08-03T04:01:40.290555
55,26,Scratch,high,2026-08-02T23:13:40.951704
56,26,Cracked,low,2026-08-02T23:07:26.725218
57,27,Missing Part,high,2026-07-22T07:58:27.186445
58,27,Cracked,low,2026-07-22T07:59:00.500998
59,27,Missing Part,medium,2026-07-22T07:18:43.793133
60,28,Missing Part,medium,2026-08-07T05:14:18.886703
61,28,Missing Part,medium,2026-08-07T05:21:58.282900
62,28,Cracked,medium,2026-08-07T05:10:16.722300
63,29,Missing Part,medium,2026-08-03T08:56:54.518007
64,30,Alignment,high,2026-08-07T14:45:26.184239
65,30,Cracked,high,2026-08-07T14:56:21.604351
66,30,Cracked,high,2026-08-07T14:49:35.398922
67,30,Cracked,low,2026-08-07T14:57:50.960485
68,31,Scratch,low,2026-07-27T23:59:07.290028
69,31,Cracked,low,2026-07-27T23:59:03.788319
70,32,Alignment,medium,2026-08-02T00:46:03.631917
71,32,Scratch,low,2026-08-02T00:54:17.705766
72,32,Cracked,low,2026-08-02T00:34:00.561883
73,32,Scratch,high,2026-08-02T00:17:46.584824
74,33,Alignment,medium,2026-07-28T22:22:03.126926
75,34,Missing Part,low,2026-07-30T15:57:40.212119
76,34,Alignment,low,2026-07-30T16:11:07.787437
77,35,Cracked,low,2026-08-11T23:53:12.492302
78,36,Scratch,medium,2026-07-20T02:56:06.086493
79,37,Alignment,high,2026-08-10T21:01:42.286071
80,37,Scratch,low,2026-08-10T21:40:09.570877
81,37,Missing Part,high,2026-08-10T21:19:54.342525
82,37,Cracked,medium,2026-08-10T20:54:29.356031
83,38,Alignment,high,2026-08-07T05:23:42.572990
84,38,Alignment,medium,2026-08-07T05:49:28.659954
85,38,Cracked,medium,2026-08-07T05:49:27.173461
86,38,Cracked,low,2026-08-07T05:52:51.590396
87,38,Scratch,low,2026-08-07T05:58:37.519442
88,39,Scratch,medium,2026-07-27T22:32:14.542056
89,41,Cracked,medium,2026-07-20T01:42:02.949446
90,41,Cracked,medium,2026-07-20T01:29:36.139536
91,41,Alignment,medium,2026-07-20T01:22:08.523572
92,41,Missing Part,low,2026-07-20T02:09:20.414840
93,42,Cracked,high,2026-07-27T16:54:38.743155
94,42,Alignment,low,2026-07-27T17:06:05.315485
95,42,Cracked,high,2026-07-27T17:18:00.390075
96,42,Scratch,low,2026-07-27T16:52:27.285375
97,42,Alignment,high,2026-07-27T16:48:42.681435
98,43,Alignment,high,2026-07-27T04:08:54.096628
99,44,Missing Part,low,2026-08-05T17:45:47.599826
100,44,Alignment,high,2026-08-05T17:12:33.341988
101,44,Scratch,low,2026-08-05T17:51:44.345271
102,44,Alignment,high,2026-08-05T17:53:01.284002
103,46,Cracked,medium,2026-07-27T10:55:06.431238
104,46,Missing Part,low,2026-07-27T10:38:08.130775
105,46,Cracked,high,2026-07-27T11:01:13.457530
106,47,Missing Part,medium,2026-07-21T02:01:05.539686
107,47,Missing Part,high,2026-07-21T02:02:07.035540
108,48,Alignment,low,2026-07-31T09:48:21.045689
109,48,Cracked,high,2026-07-31T09:56:49.405469
110,48,Alignment,low,2026-07-31T09:58:00.426762
111,48,Missing Part,low,2026-07-31T10:08:26.720829
112,48,Missing Part,high,2026-07-31T09:50:18.311593
113,49,Cracked,low,2026-08-07T06:22:39.013702
114,49,Cracked,low,2026-08-07T06:18:17.362862
115,49,Scratch,medium,2026-08-07T06:37:58.889832
116,49,Scratch,medium,2026-08-07T06:29:30.635701
117,49,Alignment,high,2026-08-07T06:01:58.348841
118,50,Alignment,high,2026-07-29T14:37:23.074870
119,50,Scratch,medium,2026-07-29T14:43:56.393952
120,51,Scratch,high,2026-07-31T17:58:05.512498
121,51,Alignment,high,2026-07-31T18:13:56.493694
122,51,Alignment,medium,2026-07-31T17:36:41.658859
123,52,Cracked,high,2026-07-21T07:23:12.148162
124,52,Cracked,low,2026-07-21T07:06:56.110447
125,52,Scratch,high,2026-07-21T06:51:32.749379
126,52,Cracked,high,2026-07-21T07:01:04.504205
127,52,Missing Part,medium,2026-07-21T07:18:30.360603
128,53,Missing Part,low,2026-07-29T13:10:46.792802
129,53,Cracked,high,2026-07-29T13:05:59.861981
130,54,Alignment,medium,2026-07-17T04:36:39.313901
131,54,Missing Part,high,2026-07-17T04:26:22.203663
132,55,Alignment,high,2026-08-03T01:18:30.757383
133,55,Scratch,high,2026-08-03T01:42:27.623910
134,55,Missing Part,high,2026-08-03T01:33:00.033878
135,55,Alignment,high,2026-08-03T01:05:53.732613
136,56,Scratch,low,2026-07-22T12:33:52.633262
137,57,Cracked,low,2026-07-17T15:58:36.561872
138,57,Scratch,high,2026-07-17T15:45:39.775606
139,59,Cracked,medium,2026-08-11T04:48:10.956536
140,60,Cracked,low,2026-08-11T16:59:49.714102
141,60,Cracked,medium,2026-08-11T17:31:51.913276
142,61,Cracked,medium,2026-08-05T07:28:43.656011
143,62,Missing Part,medium,2026-08-08T02:01:28.192720
144,63,Cracked,medium,2026-07-30T19:48:08.025999
145,63,Alignment,low,2026-07-30T19:51:22.172647
146,63,Cracked,low,2026-07-30T20:23:38.117360
147,63,Scratch,medium,2026-07-30T20:13:49.239507
148,64,Alignment,low,2026-07-31T15:48:56.991525
149,66,Missing Part,medium,2026-08-08T21:28:21.195734
150,67,Alignment,low,2026-07-17T17:50:02.481402
151,67,Alignment,high,2026-07-17T18:10:10.953828
152,67,Missing Part,medium,2026-07-17T18:13:15.812046
153,68,Missing Part,medium,2026-07-15T04:05:28.231839
154,69,Alignment,medium,2026-07-23T07:55:45.966383
155,70,Missing Part,low,2026-08-11T22:57:50.815465
156,71,Cracked,low,2026-07-31T09:44:53.157435
157,71,Missing Part,medium,2026-07-31T10:07:31.061277
158,71,Scratch,low,2026-07-31T09:52:19.891950
159,71,Cracked,medium,2026-07-31T10:24:10.965205
160,72,Missing Part,high,2026-07-18T13:45:15.226655
161,73,Missing Part,high,2026-08-03T15:06:28.753079
162,73,Alignment,low,2026-08-03T15:38:00.230861
163,73,Cracked,medium,2026-08-03T15:08:15.116409
164,73,Missing Part,low,2026-08-03T15:16:30.610677
165,73,Cracked,low,2026-08-03T15:07:31.025596
166,74,Alignment,high,2026-08-01T15:55:12.005042
167,75,Cracked,high,2026-08-11T02:38:55.170393
168,75,Missing Part,high,2026-08-11T02:46:37.294330
169,75,Scratch,medium,2026-08-11T02:34:56.654974
170,75,Alignment,high,2026-08-11T02:57:58.877317
171,75,Scratch,low,2026-08-11T02:22:19.026621
172,76,Scratch,medium,2026-07-30T19:01:01.411721
173,76,Missing Part,low,2026-07-30T19:17:20.275007
174,76,Cracked,high,2026-07-30T18:58:44.588930
175,77,Scratch,high,2026-08-02T10:13:23.362668
176,78,Cracked,medium,2026-07-20T12:27:20.789792
177,78,Scratch,medium,2026-07-20T12:48:29.766828
178,79,Cracked,high,2026-08-03T11:44:23.030673
179,80,Missing Part,medium,2026-07-17T06:19:32.939868
180,83,Alignment,low,2026-07-18T21:55:54.217540
181,83,Missing Part,medium,2026-07-18T21:59:33.659990
182,83,Missing Part,medium,2026-07-18T22:19:18.030078
183,84,Cracked,low,2026-07-25T22:31:04.237827
184,84,Cracked,low,2026-07-25T22:14:32.254635
185,84,Cracked,low,2026-07-25T22:06:06.753319
186,85,Cracked,medium,2026-07-21T17:25:38.631709
187,85,Alignment,high,2026-07-21T17:51:44.878172
188,85,Scratch,medium,2026-07-21T17:49:00.912556
189,85,Scratch,medium,2026-07-21T17:42:13.171515
190,86,Alignment,low,2026-07-30T20:15:31.545590
191,86,Scratch,medium,2026-07-30T20:49:48.363430
192,86,Cracked,medium,2026-07-30T20:48:04.556784
193,86,Missing Part,high,2026-07-30T20:06:08.372243
194,86,Scratch,high,2026-07-30T20:17:41.031905
195,87,Scratch,low,2026-07-24T06:45:08.396293
196,87,Alignment,medium,2026-07-24T07:06:05.008746
197,87,Cracked,low,2026-07-24T07:08:27.785628
198,87,Alignment,medium,2026-07-24T07:17:02.035917
199,87,Alignment,high,2026-07-24T07:09:23.778888
200,88,Alignment,low,2026-07-24T07:32:36.671824
201,88,Alignment,medium,2026-07-24T07:34:28.608171
202,89,Cracked,low,2026-08-12T03:31:29.022579
203,89,Cracked,low,2026-08-12T03:50:29.435106
204,89,Alignment,medium,2026-08-12T03:33:00.691238
205,90,Scratch,high,2026-07-29T11:42:43.314091
206,90,Scratch,high,2026-07-29T11:52:17.261276
207,90,Cracked,low,2026-07-29T11:43:13.020250
208,90,Alignment,low,2026-07-29T11:43:19.997936
209,91,Missing Part,high,2026-07-28T23:40:33.124930
210,92,Scratch,high,2026-07-25T05:34:34.327820
211,93,Missing Part,low,2026-07-15T13:22:47.889306
212,93,Scratch,high,2026-07-15T13:39:46.001899
213,93,Cracked,high,2026-07-15T13:08:25.856359
214,93,Alignment,medium,2026-07-15T13:10:18.696185
215,94,Scratch,high,2026-07-21T00:24:15.096036
216,94,Alignment,high,2026-07-21T00:27:01.362764
217,94,Cracked,medium,2026-07-21T00:19:51.238907
218,95,Cracked,medium,2026-07-28T10:36:06.442384
219,95,Missing Part,high,2026-07-28T10:37:08.124689
220,96,Alignment,high,2026-08-02T12:21:18.763736
221,97,Alignment,medium,2026-07-18T23:50:42.348163
222,97,Cracked,medium,2026-07-19T00:19:15.313995
223,98,Missing Part,medium,2026-08-11T14:58:08.025251
224,98,Cracked,high,2026-08-11T15:08:49.914128
225,98,Scratch,medium,2026-08-11T15:14:14.051941
226,98,Scratch,medium,2026-08-11T15:17:19.101306
227,99,Cracked,high,2026-07-26T05:25:09.536101
228,99,Cracked,low,2026-07-26T05:18:30.210170
229,100,Scratch,medium,2026-08-04T00:26:25.431245
230,100,Missing Part,low,2026-08-04T00:08:53.353295
231,101,Missing Part,high,2026-07-20T01:25:17.311110
232,102,Missing Part,high,2026-07-15T16:49:27.409573
233,102,Missing Part,medium,2026-07-15T16:45:41.541239
234,103,Missing Part,high,2026-07-22T17:11:28.688358
235,103,Scratch,low,2026-07-22T17:00:18.629608
236,103,Alignment,medium,2026-07-22T16:56:19.108518
237,104,Alignment,high,2026-07-28T23:17:16.334553
238,104,Missing Part,medium,2026-07-28T23:26:37.052670
239,104,Cracked,medium,2026-07-28T23:32:28.816728
240,104,Missing Part,high,2026-07-28T23:37:05.249680
241,104,Alignment,low,2026-07-28T23:25:39.576526
242,105,Missing Part,medium,2026-07-31T06:02:25.238005
243,105,Cracked,low,2026-07-31T06:11:39.380762
244,105,Missing Part,medium,2026-07-31T06:00:56.214964
245,105,Missing Part,medium,2026-07-31T05:52:28.311909
246,105,Missing Part,high,2026-07-31T05:48:05.976336
247,106,Cracked,low,2026-08-09T12:49:33.876083
248,106,Cracked,medium,2026-08-09T12:41:43.396621
249,106,Scratch,medium,2026-08-09T13:03:41.852410
250,106,Alignment,high,2026-08-09T12:33:46.691289
251,107,Scratch,low,2026-07-30T11:52:04.668552
252,107,Cracked,high,2026-07-30T11:44:09.217007
253,107,Alignment,high,2026-07-30T11:29:02.385660
254,107,Missing Part,medium,2026-07-30T11:46:15.598360
255,108,Missing Part,medium,2026-07-25T20:17:38.162747
256,108,Scratch,medium,2026-07-25T20:18:40.951439
257,109,Missing Part,low,2026-08-02T16:10:59.111730
258,110,Missing Part,low,2026-08-12T12:33:38.955795
259,110,Cracked,low,2026-08-12T12:14:32.857229
260,110,Missing Part,low,2026-08-12T12:06:01.696372
261,110,Scratch,high,2026-08-12T12:07:14.474667
262,111,Missing Part,low,2026-07-21T21:42:42.948866
263,111,Cracked,low,2026-07-21T22:00:58.098835
264,112,Cracked,high,2026-07-27T03:01:42.722170
265,113,Cracked,low,2026-07-22T15:47:54.720206
266,115,Scratch,high,2026-07-19T03:37:19.748745
267,116,Scratch,high,2026-08-09T05:38:53.487885
268,116,Alignment,high,2026-08-09T05:58:31.730629
269,116,Scratch,low,2026-08-09T06:16:55.312440
270,116,Alignment,low,2026-08-09T05:32:19.467595
271,117,Missing Part,medium,2026-08-05T14:15:11.081862
272,117,Missing Part,medium,2026-08-05T14:26:36.477638
273,117,Alignment,high,2026-08-05T14:07:25.247611
274,117,Missing Part,high,2026-08-05T14:31:25.948796
275,118,Missing Part,high,2026-08-08T22:14:56.459497
276,118,Alignment,high,2026-08-08T22:36:58.954215
277,119,Cracked,medium,2026-08-02T18:48:11.299607
278,119,Missing Part,low,2026-08-02T19:23:49.795765
279,119,Cracked,medium,2026-08-02T19:15:46.932739
280,119,Missing Part,low,2026-08-02T19:14:08.007426
281,120,Cracked,low,2026-07-26T02:04:18.650633
282,120,Scratch,high,2026-07-26T01:40:09.097614
283,121,Anomaly,medium,2026-08-13T14:50:00.622490
284,124,Anomaly,medium,2026-08-13T14:50:10.694279
285,123,Anomaly,medium,2026-08-13T14:50:26.833647
286,123,Anomaly,medium,2026-08-13T14:50:36.916518
287,129,Anomaly,medium,2026-08-13T14:51:41.439399
288,129,Anomaly,medium,2026-08-13T14:51:55.586765
289,132,Anomaly,medium,2026-08-13T14:51:57.613463
290,138,Anomaly,medium,2026-08-13T14:54:02.771753
291,140,Anomaly,medium,2026-08-13T14:54:31.007639
292,142,Anomaly,medium,2026-08-13T14:54:45.126293
293,150,Anomaly,medium,2026-08-13T14:57:38.641026
294,156,Anomaly,medium,2026-08-13T15:34:12.350891
295,155,Anomaly,medium,2026-08-13T15:34:26.480369
296,154,Anomaly,medium,2026-08-13T15:34:30.531232
297,,Anomaly,medium,2026-08-14T00:27:07.069061
298,,Anomaly,medium,2026-08-14T00:27:21.160136
299,161,Anomaly,medium,2026-08-14T00:28:15.541457
300,164,Anomaly,medium,2026-08-14T00:28:35.707318
301,164,Anomaly,medium,2026-08-14T00:28:49.784308
302,161,Anomaly,medium,2026-08-14T00:28:55.810822
303,167,Anomaly,medium,2026-08-14T00:30:22.358615
304,178,Anomaly,medium,2026-08-14T00:32:31.374408
305,175,Anomaly,medium,2026-08-14T00:32:35.430269
306,180,Anomaly,medium,2026-08-14T00:32:55.711075
307,180,Anomaly,medium,2026-08-14T00:33:03.778888
308,182,Anomaly,medium,2026-08-14T00:33:46.229847
309,182,Anomaly,medium,2026-08-14T00:34:12.497778
310,190,Anomaly,medium,2026-08-14T00:35:23.011434
311,186,Anomaly,medium,2026-08-14T00:35:31.076918
312,188,Anomaly,medium,2026-08-14T00:35:33.096558
313,,Anomaly,medium,2026-08-14T00:36:44.908274
314,,Anomaly,medium,2026-08-14T00:38:42.144061
315,,Anomaly,medium,2026-08-14T00:38:44.172679
316,,Anomaly,medium,2026-08-14T00:38:58.331704
317,,Anomaly,medium,2026-08-14T00:39:28.531852
318,197,Anomaly,medium,2026-08-14T00:39:30.552146
319,197,Anomaly,medium,2026-08-14T00:39:58.732072
320,,Anomaly,medium,2026-08-14T00:42:36.602047
321,,Anomaly,medium,2026-08-14T00:42:40.645705
322,207,Anomaly,medium,2026-08-14T00:43:39.161528
323,210,Anomaly,medium,2026-08-14T00:44:07.436972
324,207,Anomaly,medium,2026-08-14T00:44:19.524288
325,210,Anomaly,medium,2026-08-14T00:44:39.736191
326,214,Anomaly,medium,2026-08-14T00:45:18.026517
327,,Anomaly,medium,2026-08-14T00:45:21.400275
328,221,Anomaly,medium,2026-08-14T00:46:16.476075
329,221,Anomaly,medium,2026-08-14T00:46:22.542044
330,217,Anomaly,medium,2026-08-14T00:46:25.975799
331,218,Anomaly,medium,2026-08-14T00:46:38.079983
332,224,Anomaly,medium,2026-08-14T00:47:29.111704
333,227,Anomaly,medium,2026-08-14T00:47:35.161872
334,231,Anomaly,medium,2026-08-14T00:47:45.271702
335,229,Anomaly,medium,2026-08-14T00:48:12.928416
336,234,Anomaly,medium,2026-08-14T00:48:23.643905
337,238,Anomaly,medium,2026-08-14T00:48:43.838882
338,249,Anomaly,medium,2026-08-14T00:49:47.879193
339,245,Anomaly,medium,2026-08-14T00:49:56.546401
340,251,Anomaly,medium,2026-08-14T00:49:57.985551
341,242,Anomaly,medium,2026-08-14T00:49:58.565580
342,246,Anomaly,medium,2026-08-14T00:50:06.631154
343,247,Anomaly,medium,2026-08-14T00:50:10.106624
344,254,Anomaly,medium,2026-08-14T00:50:42.964806
345,250,Anomaly,medium,2026-08-14T00:50:44.992456
346,262,Anomaly,medium,2026-08-14T00:52:11.811885
347,263,Anomaly,medium,2026-08-14T00:52:35.572204
348,269,Anomaly,medium,2026-08-14T00:53:11.921061
349,275,Anomaly,medium,2026-08-14T00:53:34.675990
350,276,Anomaly,medium,2026-08-14T00:53:38.718753
351,276,Anomaly,medium,2026-08-14T00:53:44.804090
352,275,Anomaly,medium,2026-08-14T00:53:44.804090
353,,Anomaly,medium,2026-08-14T19:01:17.927263
354,,Anomaly,medium,2026-08-14T19:01:58.238088
355,,Anomaly,medium,2026-08-14T19:02:10.354049
356,287,Anomaly,medium,2026-08-14T19:02:56.796814
357,286,Anomaly,medium,2026-08-14T19:03:18.943489
358,288,Anomaly,medium,2026-08-14T19:03:37.111701
359,288,Anomaly,medium,2026-08-14T19:03:47.174130
360,,Anomaly,medium,2026-08-14T19:04:11.386012
361,293,Anomaly,medium,2026-08-14T19:04:37.897898
362,293,Anomaly,medium,2026-08-14T19:04:54.039436
363,,Anomaly,medium,2026-08-14T19:13:19.275404
364,304,Anomaly,medium,2026-08-14T19:14:35.612599
365,,Anomaly,medium,2026-08-14T19:15:06.814314
366,,Anomaly,medium,2026-08-14T19:15:15.018008
367,320,Anomaly,medium,2026-08-14T19:15:37.079545
368,,Anomaly,medium,2026-08-14T19:15:55.133876
369,330,Anomaly,medium,2026-08-14T19:16:45.588480
370,,Anomaly,medium,2026-08-14T19:17:36.732965
371,,Anomaly,medium,2026-08-14T19:19:02.498315
372,,Anomaly,medium,2026-08-14T19:19:06.551009
373,341,Anomaly,medium,2026-08-14T19:19:10.575033
374,,Anomaly,medium,2026-08-14T19:19:10.575033
375,342,Anomaly,medium,2026-08-14T19:19:10.593721
376,,Anomaly,medium,2026-08-14T19:19:12.599078
377,344,Anomaly,medium,2026-08-14T19:19:40.925694
378,,Anomaly,medium,2026-08-14T19:20:04.025366
379,,Anomaly,medium,2026-08-14T19:20:24.232775
380,347,Anomaly,medium,2026-08-14T19:20:29.460027
381,,Anomaly,medium,2026-08-14T19:21:00.704801
382,350,Anomaly,medium,2026-08-14T19:21:10.753386
383,,Anomaly,medium,2026-08-14T19:21:26.905415
384,356,Anomaly,medium,2026-08-14T19:21:39.009354
385,357,Anomaly,medium,2026-08-14T19:21:57.223474
386,364,Anomaly,medium,2026-08-14T19:22:33.584056
387,366,Anomaly,medium,2026-08-14T19:22:43.695069
388,369,Anomaly,medium,2026-08-14T19:23:07.962455
389,372,Anomaly,medium,2026-08-14T19:23:58.437179
390,373,Anomaly,medium,2026-08-14T19:24:54.981591
391,385,Anomaly,medium,2026-08-14T19:25:23.169671
392,387,Anomaly,medium,2026-08-14T19:25:43.302146
393,391,Anomaly,medium,2026-08-14T19:25:53.316331
394,392,Anomaly,medium,2026-08-14T19:25:55.364577
395,386,Anomaly,medium,2026-08-14T19:26:13.521257
396,386,Anomaly,medium,2026-08-14T19:26:17.561747
397,390,Anomaly,medium,2026-08-14T19:26:41.772932
398,393,Anomaly,medium,2026-08-14T19:26:53.913358
399,396,Anomaly,medium,2026-08-14T19:27:42.412417
400,400,Anomaly,medium,2026-08-14T19:28:08.630005
401,417,Anomaly,medium,2026-08-14T19:29:17.432830
402,414,Anomaly,medium,2026-08-14T19:29:23.534189
403,412,Anomaly,medium,2026-08-14T19:29:33.681082
404,416,Anomaly,medium,2026-08-14T19:29:53.861868
405,419,Anomaly,medium,2026-08-14T19:30:03.984882
406,422,Anomaly,medium,2026-08-14T19:30:03.984882
407,428,Anomaly,medium,2026-08-14T19:30:30.271014
408,429,Anomaly,medium,2026-08-14T19:30:40.350692
409,420,Anomaly,medium,2026-08-14T19:30:44.376880
410,432,Anomaly,medium,2026-08-14T19:31:10.640693
411,449,Anomaly,medium,2026-08-14T19:33:44.239948
412,450,Anomaly,medium,2026-08-14T19:34:22.605125
413,461,Anomaly,medium,2026-08-14T19:39:20.762954
414,455,Anomaly,medium,2026-08-14T19:39:32.901397
415,458,Anomaly,medium,2026-08-14T19:39:44.976708
416,463,Anomaly,medium,2026-08-14T19:40:15.295192
417,465,Anomaly,medium,2026-08-14T19:40:23.361358
418,474,Anomaly,medium,2026-08-14T19:41:03.837937
419,478,Anomaly,medium,2026-08-14T19:41:20.005102
420,478,Anomaly,medium,2026-08-14T19:41:28.049195
421,479,Anomaly,medium,2026-08-14T19:41:54.338328
422,478,Anomaly,medium,2026-08-14T19:42:24.654285
423,485,Anomaly,medium,2026-08-14T19:42:40.770003
424,490,Anomaly,medium,2026-08-14T19:42:50.866513
425,493,Anomaly,medium,2026-08-14T19:43:27.230336
426,498,Anomaly,medium,2026-08-14T19:51:18.136724
427,497,Anomaly,medium,2026-08-14T19:51:26.164625
428,496,Anomaly,medium,2026-08-14T19:51:28.149139
429,499,Anomaly,medium,2026-08-14T19:52:10.870213
430,509,Anomaly,medium,2026-08-14T19:52:49.089931
431,,Anomaly,medium,2026-08-14T20:36:28.232898
432,519,Anomaly,medium,2026-08-14T20:37:42.876832
